imei_code,route_code,passed_at,next_busstop,status
33,77000,2016-05-09 19:30:46,2046,1
40,66020,2016-05-09 19:31:37,212,1
41,66021,2016-05-09 19:31:49,811,1
57,66021,2016-05-09 19:32:03,213,1
41,66021,2016-05-09 19:32:29,838,1
41,66021,2016-05-09 19:34:02,839,1
57,66021,2016-05-09 19:34:47,869,1
267,66020,2016-05-09 19:35:26,2046,1
41,66021,2016-05-09 19:36:11,840,1
109,70000,2016-05-09 19:36:32,2046,1
41,66021,2016-05-09 19:37:10,841,1
41,66021,2016-05-09 19:37:37,2047,2
41,66002,2016-05-09 19:38:24,2046,1
36,70002,2016-05-09 19:45:30,2046,1
35,75101,2016-05-09 19:45:42,2046,1
40,66020,2016-05-09 19:45:46,213,1
37,66021,2016-05-09 19:46:08,1229,1
111,15002,2016-05-09 19:46:15,2046,1
40,66020,2016-05-09 19:47:24,225,1
57,66021,2016-05-09 19:48:08,807,1
267,66020,2016-05-09 19:48:11,840,1
37,66021,2016-05-09 19:48:37,226,1
40,66020,2016-05-09 19:48:54,228,1
57,66021,2016-05-09 19:49:24,808,1
267,66020,2016-05-09 19:49:36,839,1
114,73002,2016-05-09 19:50:17,2046,1
267,66020,2016-05-09 19:50:30,838,1
57,66021,2016-05-09 19:50:43,809,1
57,66021,2016-05-09 19:52:15,810,1
37,66021,2016-05-09 19:52:17,213,1
40,66020,2016-05-09 19:52:23,229,1
267,66020,2016-05-09 19:53:42,811,1
57,66021,2016-05-09 19:53:56,811,1
33,77000,2016-05-09 19:54:17,2046,1
57,66021,2016-05-09 19:54:33,838,1
40,66020,2016-05-09 19:54:34,2047,2
267,66020,2016-05-09 19:54:47,810,1
37,66021,2016-05-09 19:54:51,869,1
267,66020,2016-05-09 19:55:27,809,1
57,66021,2016-05-09 19:56:06,839,1
57,66021,2016-05-09 19:58:05,840,1
267,66020,2016-05-09 19:58:12,808,1
57,66021,2016-05-09 19:59:01,841,1
109,70002,2016-05-09 19:59:09,2046,1
267,66020,2016-05-09 19:59:12,807,1
110,65001,2016-05-09 19:59:13,2046,1
57,66021,2016-05-09 19:59:28,2047,2
57,5002,2016-05-09 19:59:44,2046,1
267,66020,2016-05-09 20:00:25,212,1
60,2,2016-05-09 20:00:46,2046,1
40,66021,2016-05-09 20:02:57,2046,1
37,66021,2016-05-09 20:07:36,807,1
37,66021,2016-05-09 20:09:01,808,1
37,66021,2016-05-09 20:10:22,809,1
37,66021,2016-05-09 20:11:52,810,1
37,66021,2016-05-09 20:13:53,811,1
37,66021,2016-05-09 20:14:27,838,1
37,66021,2016-05-09 20:16:22,839,1
37,66021,2016-05-09 20:18:11,840,1
37,66021,2016-05-09 20:19:05,841,1
37,66021,2016-05-09 20:19:36,2047,2
37,66002,2016-05-09 20:19:50,2046,1
113,65002,2016-05-09 20:21:50,2046,1
40,66021,2016-05-09 20:09:12,1229,1
40,66021,2016-05-09 20:11:08,226,1
267,66020,2016-05-09 20:11:13,213,1
267,66020,2016-05-09 20:13:21,225,1
40,66021,2016-05-09 20:15:49,213,1
267,66020,2016-05-09 20:16:33,228,1
40,66021,2016-05-09 20:17:10,869,1
267,66020,2016-05-09 20:19:08,229,1
33,120100,2016-05-09 20:20:28,2046,1
267,66020,2016-05-09 20:21:30,2047,2
267,66021,2016-05-09 20:22:13,2046,1
40,66021,2016-05-09 20:32:04,807,1
267,66021,2016-05-09 20:32:12,1229,1
40,66021,2016-05-09 20:33:29,808,1
267,66021,2016-05-09 20:33:45,226,1
40,66021,2016-05-09 20:34:41,809,1
40,66021,2016-05-09 20:36:03,810,1
40,66021,2016-05-09 20:38:00,811,1
267,66021,2016-05-09 20:38:11,213,1
40,66021,2016-05-09 20:38:47,838,1
267,66021,2016-05-09 20:40:10,869,1
40,66021,2016-05-09 20:40:26,839,1
33,2,2016-05-09 20:40:47,2046,1
110,5002,2016-05-09 20:40:53,2046,1
40,66021,2016-05-09 20:42:33,840,1
40,66002,2016-05-09 20:44:29,2046,1
267,66021,2016-05-09 20:52:56,807,1
267,66021,2016-05-09 20:54:03,808,1
267,66021,2016-05-09 20:55:39,809,1
267,66021,2016-05-09 20:57:19,810,1
267,66021,2016-05-09 20:59:01,811,1
267,66021,2016-05-09 20:59:34,838,1
267,66021,2016-05-09 21:01:01,839,1
267,66021,2016-05-09 21:02:54,840,1
267,66021,2016-05-09 21:03:51,841,1
267,66021,2016-05-09 21:04:22,2047,2
267,66020,2016-05-09 21:06:20,2046,1
267,66020,2016-05-09 21:18:11,840,1
267,66020,2016-05-09 21:19:30,839,1
267,66020,2016-05-09 21:20:19,838,1
267,66020,2016-05-09 21:22:41,811,1
267,66020,2016-05-09 21:23:46,810,1
267,66020,2016-05-09 21:24:26,809,1
267,66020,2016-05-09 21:28:11,808,1
267,66020,2016-05-09 21:29:12,807,1
267,66020,2016-05-09 21:30:26,212,1
267,66020,2016-05-09 21:41:36,213,1
267,66020,2016-05-09 21:43:38,225,1
267,66020,2016-05-09 21:44:40,228,1
267,66020,2016-05-09 21:46:50,229,1
267,66020,2016-05-09 21:48:03,2047,2
267,66021,2016-05-09 21:49:15,2046,1
267,66021,2016-05-09 22:10:11,1229,1
267,66021,2016-05-09 22:12:01,226,1
267,66021,2016-05-09 22:16:17,213,1
267,66021,2016-05-09 22:18:14,869,1
267,66021,2016-05-09 22:31:41,807,1
267,66021,2016-05-09 22:32:50,808,1
267,66021,2016-05-09 22:34:37,809,1
267,66021,2016-05-09 22:36:06,810,1
267,66021,2016-05-09 22:37:20,811,1
267,66021,2016-05-09 22:38:25,838,1
267,66021,2016-05-09 22:39:59,839,1
267,66021,2016-05-09 22:42:08,840,1
267,66021,2016-05-09 22:43:24,841,1
267,66021,2016-05-09 22:43:57,2047,2
267,2,2016-05-09 22:45:20,2046,1
59,78020,2016-05-09 20:10:39,2046,1
35,75100,2016-05-09 20:17:25,2046,1
59,75002,2016-05-09 20:21:41,2046,1
42,75101,2016-05-09 20:21:51,2046,1
42,75002,2016-05-09 20:55:33,2046,1
35,75101,2016-05-09 20:56:57,2046,1
35,75002,2016-05-09 21:28:15,2046,1
60,66020,2016-05-09 20:15:23,2046,1
60,66020,2016-05-09 20:22:12,840,1
60,66020,2016-05-09 20:23:13,839,1
60,66020,2016-05-09 20:23:57,838,1
60,66020,2016-05-09 20:27:19,811,1
60,66020,2016-05-09 20:28:21,810,1
60,66020,2016-05-09 20:29:00,809,1
60,66020,2016-05-09 20:31:03,808,1
60,66020,2016-05-09 20:31:44,807,1
60,66020,2016-05-09 20:33:19,212,1
118,17010,2016-05-09 20:34:56,2046,1
118,17010,2016-05-09 20:35:06,2046,1
264,66020,2016-05-09 20:43:09,2046,1
60,66020,2016-05-09 20:44:56,213,1
60,66020,2016-05-09 20:46:57,225,1
60,66020,2016-05-09 20:48:09,228,1
60,66020,2016-05-09 20:50:16,229,1
264,66020,2016-05-09 20:51:04,840,1
60,66020,2016-05-09 20:51:49,2047,2
60,2,2016-05-09 20:52:04,2046,1
264,66020,2016-05-09 20:52:33,839,1
264,66020,2016-05-09 20:53:26,838,1
264,66020,2016-05-09 20:56:39,811,1
264,66020,2016-05-09 20:57:47,810,1
264,66020,2016-05-09 20:58:24,809,1
60,66021,2016-05-09 20:58:47,2046,1
60,66021,2016-05-09 21:00:12,1229,1
264,66020,2016-05-09 21:01:04,808,1
60,66021,2016-05-09 21:02:02,226,1
264,66020,2016-05-09 21:02:05,807,1
264,66020,2016-05-09 21:03:37,212,1
60,66021,2016-05-09 21:06:04,213,1
60,66021,2016-05-09 21:08:24,869,1
118,17202,2016-05-09 21:12:39,2046,1
118,17202,2016-05-09 21:13:19,2046,1
118,17202,2016-05-09 21:13:57,2046,1
264,66020,2016-05-09 21:16:31,213,1
264,66020,2016-05-09 21:18:28,225,1
264,66020,2016-05-09 21:21:27,228,1
60,66021,2016-05-09 21:21:54,807,1
264,66020,2016-05-09 21:24:07,229,1
60,66021,2016-05-09 21:24:10,808,1
60,66021,2016-05-09 21:25:27,809,1
264,66020,2016-05-09 21:26:22,2047,2
60,66021,2016-05-09 21:26:46,810,1
264,66021,2016-05-09 21:27:35,2046,1
60,66021,2016-05-09 21:28:15,811,1
60,66021,2016-05-09 21:28:50,838,1
60,66021,2016-05-09 21:30:11,839,1
264,66021,2016-05-09 21:30:11,1229,1
60,66021,2016-05-09 21:32:14,840,1
264,66021,2016-05-09 21:32:21,226,1
60,66021,2016-05-09 21:33:07,841,1
60,66021,2016-05-09 21:33:37,2047,2
60,2,2016-05-09 21:33:46,2046,1
60,66020,2016-05-09 21:36:00,2046,1
264,66021,2016-05-09 21:36:25,213,1
264,66021,2016-05-09 21:39:11,869,1
264,66021,2016-05-09 21:52:22,807,1
264,66021,2016-05-09 21:53:58,808,1
264,66021,2016-05-09 21:55:37,809,1
60,66020,2016-05-09 21:57:07,840,1
264,66021,2016-05-09 21:57:31,810,1
60,66020,2016-05-09 21:58:18,839,1
60,66020,2016-05-09 21:59:04,838,1
264,66021,2016-05-09 21:59:31,811,1
264,66021,2016-05-09 22:00:07,838,1
264,66021,2016-05-09 22:01:09,839,1
60,66020,2016-05-09 22:02:14,811,1
264,66021,2016-05-09 22:03:06,840,1
60,66020,2016-05-09 22:03:13,810,1
60,66020,2016-05-09 22:03:50,809,1
264,66021,2016-05-09 22:04:00,841,1
264,66021,2016-05-09 22:04:26,2047,2
264,66002,2016-05-09 22:04:44,2046,1
60,66020,2016-05-09 22:06:06,808,1
60,66020,2016-05-09 22:07:04,807,1
60,66020,2016-05-09 22:08:27,212,1
60,66020,2016-05-09 22:21:08,213,1
60,66020,2016-05-09 22:23:07,225,1
60,66020,2016-05-09 22:24:19,228,1
60,66020,2016-05-09 22:26:24,229,1
60,66020,2016-05-09 22:27:55,2047,2
60,2,2016-05-09 22:28:09,2046,1
60,66021,2016-05-09 22:37:00,2046,1
60,66021,2016-05-09 22:38:24,1229,1
60,66021,2016-05-09 22:40:05,226,1
60,66021,2016-05-09 22:44:34,213,1
60,66021,2016-05-09 22:48:08,869,1
264,66011,2016-05-09 22:55:30,2046,1
264,66011,2016-05-09 23:00:05,1229,1
264,66011,2016-05-09 23:01:17,226,1
60,66021,2016-05-09 23:01:58,807,1
60,66021,2016-05-09 23:03:12,808,1
60,66021,2016-05-09 23:04:22,809,1
60,66021,2016-05-09 23:05:47,810,1
264,66011,2016-05-09 23:06:04,213,1
60,66021,2016-05-09 23:07:07,811,1
60,66021,2016-05-09 23:07:40,838,1
264,66011,2016-05-09 23:08:53,869,1
60,66021,2016-05-09 23:09:25,839,1
60,66021,2016-05-09 23:11:22,840,1
60,66021,2016-05-09 23:12:13,841,1
60,66021,2016-05-09 23:12:39,2047,2
60,2,2016-05-09 23:12:48,2046,1
264,66011,2016-05-09 23:21:42,807,1
264,66011,2016-05-09 23:23:38,808,1
264,66011,2016-05-09 23:24:56,809,1
264,66002,2016-05-09 23:27:41,2046,1
